# Sigma = 0.100000
        7.8535814571        0.0000002709        0.0000002709        0.0000005721        0.0000005721
        7.9141259719        0.0000034182        0.0000034182        0.0000072410        0.0000072410
        7.9746704868        0.0000308946        0.0000308946        0.0000657297        0.0000657297
        8.0352150016        0.0002035105        0.0002035105        0.0004355385        0.0004355385
        8.0957595164        0.0010025634        0.0010025634        0.0021629271        0.0021629271
        8.1563040312        0.0038232582        0.0038232582        0.0083374263        0.0083374263
        8.2168485461        0.0117145161        0.0117145161        0.0259030930        0.0259030930
        8.2773930609        0.0296758421        0.0296758421        0.0667688198        0.0667688198
        8.3379375757        0.0630257601        0.0630257601        0.1449030181        0.1449030181
        8.3984820906        0.1130997843        0.1130997843        0.2672260790        0.2672260790
        8.4590266054        0.1743100369        0.1743100369        0.4263613043        0.4263613043
        8.5195711202        0.2379974699        0.2379974699        0.6078808037        0.6078808037
        8.5801156351        0.2997113133        0.2997113133        0.8079754009        0.8079754009
        8.6406601499        0.3619439846        0.3619439846        1.0462955213        1.0462955213
        8.7012046647        0.4303759185        0.4303759185        1.3616434404        1.3616434404
        8.7617491796        0.5044222391        0.5044222391        1.7699512057        1.7699512057
        8.8222936944        0.5661717694        0.5661717694        2.1896009833        2.1896009833
        8.8828382092        0.5835345989        0.5835345989        2.4363345037        2.4363345037
        8.9433827241        0.5386357443        0.5386357443        2.3805096568        2.3805096568
        9.0039272389        0.4529860661        0.4529860661        2.1036848816        2.1036848816
        9.0644717537        0.3687572504        0.3687572504        1.8070968572        1.8070968572
        9.1250162685        0.3084696069        0.3084696069        1.5991897278        1.5991897278
        9.1855607834        0.2672228965        0.2672228965        1.4584148133        1.4584148133
        9.2461052982        0.2333212840        0.2333212840        1.3352728680        1.3352728680
        9.3066498130        0.2007683505        0.2007683505        1.2041031664        1.2041031664
        9.3671943279        0.1681345174        0.1681345174        1.0534115973        1.0534115973
        9.4277388427        0.1356410096        0.1356410096        0.8781192781        0.8781192781
        9.4882833575        0.1042921247        0.1042921247        0.6852690127        0.6852690127
        9.5488278724        0.0765764054        0.0765764054        0.5032070264        0.5032070264
        9.6093723872        0.0578625048        0.0578625048        0.3859989688        0.3859989688
        9.6699169020        0.0574700326        0.0574700326        0.4131309983        0.4131309983
        9.7304614169        0.0864811240        0.0864811240        0.6636430658        0.6636430658
        9.7910059317        0.1480828113        0.1480828113        1.1316175959        1.1316175959
        9.8515504465        0.2263213028        0.2263213028        1.6556241026        1.6556241026
        9.9120949614        0.2910163104        0.2910163104        2.0105960568        2.0105960568
        9.9726394762        0.3200880305        0.3200880305        2.0979953201        2.0979953201
       10.0331839910        0.3115604306        0.3115604306        1.9727516238        1.9727516238
       10.0937285058        0.2726532092        0.2726532092        1.7019599977        1.7019599977
       10.1542730207        0.2102698148        0.2102698148        1.3103130954        1.3103130954
       10.2148175355        0.1367141409        0.1367141409        0.8559610607        0.8559610607
       10.2753620503        0.0715528361        0.0715528361        0.4526010702        0.4526010702
       10.3359065652        0.0290551452        0.0290551452        0.1868069055        0.1868069055
       10.3964510800        0.0089140956        0.0089140956        0.0585679966        0.0585679966
       10.4569955948        0.0020277716        0.0020277716        0.0136632480        0.0136632480
       10.5175401097        0.0003374066        0.0003374066        0.0023349583        0.0023349583
       10.5780846245        0.0000406547        0.0000406547        0.0002888832        0.0002888832
       10.6386291393        0.0000035201        0.0000035201        0.0000256476        0.0000256476
       10.6991736542        0.0000002177        0.0000002177        0.0000016231        0.0000016231
       10.7597181690        0.0000000096        0.0000000096        0.0000000729        0.0000000729
       10.8202626838        0.0000000003        0.0000000003        0.0000000023        0.0000000023
       10.8808071987        0.0000000000        0.0000000000        0.0000000001        0.0000000001
       10.9413517135        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.0018962283        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.0624407431        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.1229852580        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.1835297728        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.2440742876        0.0000000000        0.0000000000        0.0000000000        0.0000000000
